Label,Tokens
2,"['hundred', 'like', 'fashion', 'garment', '’', 'say', 'persian', 'let', 'changed', 'kent', 'good']"
1,"['wanted', 'much', 'go', 'abroad', 'eager', 'indeed', 'allowed', 'travel', 'would', 'hear', 'happened']"
1,"['idea', '_not_', 'love', 'wonder', 'end', 'last']"
1,"['sorry', 'right', 'instance', 'would', 'much', 'rather', 'merry', 'wise', 'come', 'still']"
0,"['fell', 'awakened', 'cry', 'mull', 'also', 'time', 'duke', 'side', 'head', 'mine']"
1,"['seen', 'great', 'many', 'list', 'drawing-up', 'various', 'time', 'book', 'meant', 'read', 'regularly', 'good', 'list']"
1,"['light', 'could', 'common', 'acquaintance', 'exceedingly', 'sorry', 'well', 'mistake']"
1,"['indeed', 'thing', 'always', 'rather', 'afraid', 'liked', 'distance']"
2,"['roman', 'want', 'else', 'use', 'look', 'pale', 'gaze', 'put', 'fear', 'cast', 'wonder']"
1,"['exert', 'harriet', 'sake', 'think', 'le', 'talk', 'le', 'mr.', 'elton', 'sake', 'sake', 'rather', 'would', 'wish']"
0,"['shut', 'hand', 'sharply', 'eye', 'rapidly', 'grew', 'rounder', 'brighter', 'like', 'waking', 'owl', 'abruptness']"
0,"['shall', 'go', 'train', 'said', 'syme', 'firmly', 'grasped', 'sword', 'wild', 'figure', 'turned', 'towards', 'syme', 'seemed', 'gathering']"
1,"['channel', 'ought', 'flow', 'course', 'true', 'love', 'never', 'run', 'smooth', 'hartfield', 'edition', 'shakespeare', 'would']"
0,"['wonder', 'brigand', 'left', 'mountain', 'may', 'said', 'father', 'brown', 'agnostically', 'mean', 'asked', 'sharply', 'mean']"
2,"['villain', 'pity', 'punish', '’', 'ere', 'done', 'mischief', '’', 'thy', 'drum', 'france', 'spread', 'banner', 'noiseless', 'land', 'plumed', 'helm']"
1,"['circle', 'find', 'u', 'here.', 'yes', 'indeed.', 'charming', 'young', 'man', 'friendly', 'mean', 'good', 'mr', 'perry', 'attention', 'jane', 'great']"
0,"['really', 'want', 'either', 'much', 'want', 'know', 'devil', 'mean', 'sort']"
0,"['detect', 'shade', 'monkey', 'policeman', 'may', 'perhaps', 'maiden', 'lady', 'clapham', 'common', 'policeman', 'might']"
1,"['december', 'yet', 'weather', 'prevent', 'young', 'lady', 'tolerably', 'regular', 'exercise', 'morrow', 'emma', 'charitable']"
2,"['innocent', 'self', 'made', 'good', 'last', 'conference', 'pas', '’', 'probation', 'borne', 'hand']"
2,"['starting', 'doctor', 'go', 'go', 'known', 'gentlewoman', 'spoke']"
0,"['police', 'detective', 'answered', 'syme', 'like', 'man', 'standing', 'hangman', 'drop', 'swear', 'said', 'old', 'man', 'leaning', 'across']"
0,"['blast', 'magic', 'vain', 'say', 'felt', 'got', 'dream', 'time']"
1,"['best', 'strawberry', 'kinder', 'friend', 'deserved', 'humble', 'begged', 'hard', 'commanded', 'come', 'say']"
1,"['might', 'tempted', 'accept', 'harriet', 'evening', 'bateses', 'speaking']"
1,"['done', 'done', 'soon', 'besides', 'must', 'give', 'hint', 'frank', 'want', 'attention', '_here_']"
0,"['pause', 'lip', 'clay', 'parted', 'said', 'automatic', 'lifeless', 'distinctness', 'damnable', 'hypocrite', 'syme', 'looked', 'straight', 'frightful']"
1,"['ever', 'tell', 'wrong', 'vain', 'spirit', 'serious', 'spirit.', 'one', 'lead', 'wrong', 'sure', 'tell']"
1,"['yet', 'perhaps', 'may', 'hardly', 'aware', 'highly', 'extent', 'admiration', 'may', 'take', 'surprize', 'day']"
2,"['would', 'slipped', 'like', 'like', 'would', 'stern']"
1,"['returning', 'exercise', 'stray', 'letter-boy', 'obstinate', 'mule', 'liveliest', 'object', 'could', 'presume', 'expect', 'eye', 'fell']"
1,"['know', 'shall', 'sure', 'say', 'three', 'dull', 'thing', 'soon', 'ever', 'open', 'mouth', 'sha', 'looking', 'round']"
2,"['come', 'philip', 'jacob', 'kept', 'see', 'go', 'abuse', 'escalus', 'fellow', 'fellow']"
1,"['drawing-room', 'doubt', 'whether', 'would', 'discerned', 'gentleman', 'usual.', 'might', 'distinguished']"
2,"['culled', 'sovereignty', 'meet', 'fair', 'fair', 'cheek', 'several', 'worthy', 'make', 'one', 'dignity', 'nothing', 'want', 'want', 'doth']"
1,"['weston', 'observed', 'young', 'people', 'would', 'little', 'whim', 'one', 'person', 'among', 'new', 'acquaintance', 'surry', 'leniently', 'disposed']"
2,"['time', 'mind', 'yet', 'content', 'lawful', 'hangman', 'would', 'glad', 'receive', 'instruction']"
2,"['trash', 'rome', 'rubbish', 'offal', 'serf', 'base', 'matter', 'illuminate', 'vile', 'thing', 'caesar']"
1,"['remain', 'randalls', 'husband', 'set', 'forward', 'instantly', 'possible', 'accumulation', 'drifted', 'snow', 'might', 'impede']"
0,"['wave', 'either', 'drowned', 'swam', 'long', 'water', 'hair', 'head', 'seen', 'afterwards', 'girl']"
2,"['witch', 'meeting', 'hecate', 'first', 'witch', 'hecate', 'look', 'angerly', 'hecate', 'reason', 'beldam', 'saucy', 'overbold']"
1,"['felt', 'hearing', 'unpleasant', 'sensation', 'uppermost', 'completely', 'overpowered', 'immediately', 'able', 'reply', 'two']"
0,"['police', 'father', 'brown', 'seriously', 'ask', 'compose', 'flock', 'sake', 'mine', 'well', 'seen', 'something']"
2,"['sepulchring', 'adultress', '_to', 'kent_', 'free', 'time', 'that.—beloved', 'regan', 'thy', 'sister', '’', 'naught', 'regan', 'hath', 'tied', 'sharp-tooth', '’', 'unkindness']"
2,"['time', 'allow', 'compliment', 'manner', 'urge', 'kent', 'come', 'bid', 'king', 'master', 'aye']"
1,"['consequence', 'quite', 'season', 'indeed', 'friendly', 'meeting', 'christmas', 'every', 'body', 'invite', 'friend', 'people', 'think', 'little']"
0,"['rock', 'avalanche', 'something', 'yet', 'romantic', 'ethel', 'earnestly', 'assured', 'brigand', 'true', 'cut-throats', 'modern', 'legend', 'still']"
2,"['leaden', 'contemplation', 'found', 'fiery', 'number', 'prompting', 'eye', 'beauty', '’', 'tutor', 'enriched', 'slow', 'art', 'entirely', 'keep']"
1,"['wish', 'friendly', 'social', 'disposition', 'time', 'since', 'miss', 'taylor', 'begun', 'influence', 'scheme']"
2,"['judgement', 'highness', 'entertained', 'ceremonious', 'affection', 'wont', '’', 'great', 'abatement', 'kindness', 'appears', 'well']"
0,"['hell', 'going', 'sprang', 'tall', 'railing', 'almost', 'one', 'swing', 'others', 'followed', 'broke']"
1,"['come', 'emma', 'set', 'companion', 'example', 'every', 'body', 'lazy', 'every', 'body', 'asleep', 'ready', 'said', 'emma', 'whenever']"
1,"['danger', 'forgetting', 'harriet', 'felt', 'much', 'utter', 'word', 'eager', 'exclamation', 'emma', 'continued', 'said']"
2,"['waist', 'two', 'yard', 'waste', 'thrift', 'briefly', 'mean', 'make']"
2,"['flew', 'withal', 'solanio', 'shylock', 'part', 'knew', 'bird', 'fledged', 'complexion', 'leave']"
1,"['extremely', 'glad', 'come', 'good', 'understanding', 'respecting', 'eltons', 'opinion', 'husband', 'wife']"
1,"['fine', 'clothes', 'privilege', 'bashfulness', 'man', 'good', 'sense', 'depend', 'considered', 'peculiarly']"
0,"['white', 'hair', 'may', 'forced', 'said', 'colonel', 'gently', 'must', 'least', 'hundred', 'strong', 'reason']"
1,"['bad.', 'induced', 'place', 'sake', 'situation', 'extreme', 'difficulty', 'uneasiness', 'first']"
1,"['immediately', 'said', 'indeed', 'letter', 'morning', 'know', 'ever', 'saw', 'body']"
2,"['let', 'fly', 'far', 'land', 'shall', 'remain', 'uncaught', 'found—dispatch', '’', 'noble', 'duke', 'master', 'worthy', 'arch', 'patron', 'come']"
1,"['placed', 'exactly', 'right', 'occupation', 'ease', 'generally', 'restored', 'emma', 'said', 'arrival', 'pianoforte', 'decisive', 'wanted']"
2,"['use', 'mine', 'eye', 'made', 'fool', '’', 'sens', 'else', 'worth', 'rest', 'see', 'thee', 'still', 'thy', 'blade']"
2,"['table', 'father', 'desire', 'worship', '’', 'company', 'shallow', 'wait', 'fair', 'mistress', 'anne', 'evans', '’', 'od', '’', 'plessed']"
2,"['clouded', 'king', 'blessed', 'cloud', 'cloud', 'vouchsafe', 'bright', 'moon', 'thy', 'star', 'shine', 'cloud', 'removed', 'upon']"
0,"['laughed', 'moment', 'ask', 'question', 'detail', 'knew', 'happy', 'silly', 'fact', 'shadow']"
2,"['trade', 'pompey', 'lawful', 'trade', 'pompey', 'law', 'would', 'allow', 'sir', 'escalus', 'law', 'allow']"
0,"['detected', 'large', 'face', 'frank', 'understood', 'kind', 'modern', 'meanness', 'syme']"
0,"['incline', 'think', 'gave', 'first', 'old-fashioned', 'impression', 'simply', 'set', 'tall', 'old-fashioned', 'wine-glasses', 'one', 'two', 'lemon', 'two']"
0,"['round', 'black', 'head', 'dr', 'bull', 'think', 'said', 'syme', 'unique', 'monster', 'soothed', 'play', 'piano']"
2,"['unto', 'ladder', 'turn', 'back', 'look', 'cloud', 'scorning', 'base', 'degree', 'ascend', 'caesar', 'may', 'lest']"
1,"['think', 'well', 'mr.', 'elton', 'way', 'service', 'mr.', 'elton']"
1,"['occupied', 'communication', 'one', '_she_', 'could', 'competent', 'make', 'confession', 'engagement', 'father']"
1,"['great', 'news', 'indeed', 'jane', 'never', 'seen', 'mr', 'elton', 'wonder', 'curiosity', 'see', 'jane', 'curiosity']"
1,"['terror', 'bad', 'sore', 'throat', 'emma', 'quite', 'charity', 'last', 'seemed', 'perverse', 'turn']"
1,"['quite', 'dark', 'attention', 'certain', 'person', 'hardly', 'among', 'tittle-tattle', 'highbury', 'yet', 'hitherto', 'fancy']"
0,"['literal', 'truth', 'flambeau', 'father', 'brown', 'often', 'confessed', 'often', 'outrageous', 'adventure', 'nothing', 'chilled']"
1,"['style', 'imagine', 'settled', 'mr.', 'elton', 'going', 'married', 'said', 'emma', 'soon', 'could', 'speak']"
2,"['woman—', 'flat', 'treason', '’', 'gainst', 'kingly', 'state', 'youth', 'say', 'fast', 'stomach', 'young', 'abstinence', 'engenders', 'malady']"
0,"['troubadour', 'innocently', 'pay', 'said', 'ezza', 'enigmatic', 'smile', 'rather', 'curious', 'sort', 'courier']"
0,"['else', 'obliterated', 'strong', 'staring', 'white', 'hand', 'face', 'negro', 'ex-marquis', 'pulled', 'old', 'straw', 'hat']"
0,"['innumerable', 'bolt', 'nothing', 'walk', 'forward', 'passage', 'passage', 'pitch-dark', 'came', 'flight']"
1,"['principal', 'come', 'pretty', 'good', 'share', 'second', 'gratitude', 'harriet', 'account', 'vii']"
0,"['upon', 'table', 'professor', 'still', 'feared', 'lost', 'loyal', 'pulled', 'official', 'card', 'put']"
2,"['tend', '’', 'ring', 'worth', 'glassed', 'point', 'buy', 'along', 'passed', 'face', '’', 'margent']"
2,"['want-wit', 'sadness', 'make', 'much', 'ado', 'know', 'salarino', 'mind', 'tossing', 'ocean']"
2,"['wisely', 'threat', 'sting', 'antony', 'villain', 'vile', 'dagger', 'hack', '’', 'one', 'another', 'side', 'caesar']"
1,"['mind', 'want', 'equality', 'might', 'prevent', 'perception', 'must', 'know', 'fortune', 'consequence', 'greatly']"
0,"['plain', 'enough', 'find', 'three', 'curious', 'difficulty', 'said', 'priest', 'quiet', 'voice', 'like', 'opinion', 'first']"
0,"['replied', 'gravely', 'looked', 'immediately', 'said', 'see', 'know', 'sir', 'claude', 'know', 'know', 'asked']"
1,"['conjecture', 'moreover', 'perpetually', 'hearing', 'excepting', 'hartfield', 'always', 'among', 'saw', 'fault', 'mr.', 'elton']"
0,"['furrow', 'mild', 'despair', 'case', 'even', 'gogol', 'bridegroom', 'brilliancy', 'morning', 'dress', 'express']"
2,"['amity', 'true', 'love', 'kingdom', 'royal', 'self', 'even', 'truce', 'new', 'longer', 'well', 'could', 'wash']"
0,"['compelled', 'momentary', 'obedience', 'want', 'say', 'something', 'matter', 'asked', 'colonel', 'ducroix', 'staring', 'foul', 'play']"
2,"['proceeding', 'shall', 'become', 'well', 'wherein', 'chance', 'fail', 'hath', 'sentenced', 'escalus', 'going', 'visit', 'prisoner']"
0,"['old', 'figure', 'besides', 'old', 'legend', 'fanshaw', 'fond', 'thing', 'tell']"
1,"['begin', 'least', 'particularly', 'glad', 'see', 'shake', 'hand', 'give', 'joy', 'person', 'thanked']"
1,"['doubt', 'gentleman', 'daughter', 'must', 'support', 'claim', 'station', 'every', 'thing', 'within', 'power']"
0,"['well', 'fact', 'last', 'day', 'indian', 'city', 'asked', 'putnam', 'could', 'get']"
2,"['dead', 'else', 'nothing', 'world', 'could', 'turn', 'much', 'constitution', 'constant', 'man', 'worse', 'worse', 'leave', 'bassanio']"
1,"['advantage', 'secure', 'many', 'others', 'yes', 'advantage', 'sitting', 'still', 'ought', 'move', 'leading', 'life']"
2,"['perceive', 'thick', 'growing', 'feather', 'pluck', '’', 'caesar', '’', 'wing', 'make', 'fly', 'ordinary', 'pitch', 'else', 'would']"
1,"['quite', 'glad', 'see', 'thanked', 'observing', 'lucky', 'arrive', 'moment', 'met', 'first']"
0,"['make', 'obvious', 'never', 'seen', 'one', 'ploughman', 'height', 'one', 'shepherd', 'valley', 'never', 'walked', 'along', 'cliff']"
1,"['christmas', 'going', 'right', 'weather', 'fine', 'dry', 'settled', 'weather', 'shall', 'enjoy', 'completely', 'every', 'thing']"
1,"['walking', 'fro', 'different', 'room', 'suggesting', 'attending', 'happy', 'enjoyment', 'future', 'party']"
0,"['track', 'spaniard', 'curse', 'doubt', 'would', 'put', 'accident', 'happening', 'cornish', 'family', 'would', 'connected']"
1,"['vanity', 'liked', 'open', 'manner', 'little', 'le', 'open-heartedness', 'would', 'made', 'higher', 'character.', 'general', 'benevolence', 'general', 'friendship']"
1,"['amiable', 'affable', 'delightful', 'woman', 'accomplished', 'condescending', 'mrs.', 'elton', 'meant', 'considered', 'emma', 'surprize', 'jane', 'fairfax', 'accept']"
0,"['compared', 'burglar', 'bigamist', 'essentially', 'moral', 'men', 'heart', 'go', 'accept', 'essential', 'ideal', 'man', 'merely']"
0,"['voice', 'unless', 'girl', 'lover', 'come', 'would', 'blacker', 'villain', 'australian', 'chap', 'know', 'hawker', 'wanted', 'coin']"
0,"['probably', 'getting', 'well', 'vii', 'purple', 'wig', 'mr', 'edward', 'nutt', 'industrious', 'editor', 'daily', 'reformer', 'sat', 'desk', 'opening', 'letter']"
2,"['forgive', 'forgive', 'u', 'rise', 'sin', 'virtue', 'fall', 'run', 'brake', 'vice', 'answer', 'none']"
2,"['consequence', 'know', 'stay', 'pompey', '’', 'porch', 'fearful', 'night', 'stir', 'walking']"
2,"['officer', 'edmund', 'dead', 'lord', 'albany', '’', 'trifle', 'lord', 'noble', 'friend', 'know', 'intent', 'comfort', 'great']"
0,"['cab', 'toiled', 'came', 'regarded', 'part', 'procession', 'perhaps', 'advertisement', 'circus', 'went']"
2,"['great', 'caesar', 'come', 'along', '_exit._', 'portia', 'must', 'go', '_aside._', 'ay', 'weak', 'thing', 'heart', 'woman']"
0,"['mean', 'behaved', 'sure', 'ca', 'describe', 'thing', 'know', 'mean', 'wish', 'said']"
1,"['agreed', 'immediately', 'pretty', 'long', 'speech', 'miss', 'bates', 'person', 'listened', 'also', 'found', 'possible', 'accept']"
1,"['former', 'since', 'coming', 'highbury', 'persuaded', 'must', 'worst', 'must', 'perpetual', 'enemy']"
2,"['aught', 'shall', 'oath', 'trust', 'go', 'speed', 'forlorn', 'naked']"
0,"['created', 'thing', 'voice', 'commanding', 'valour', 'unnatural', 'virtue', 'heard', 'voice']"
0,"['nobody', 'looking', 'plan', 'one', 'said', 'priest', 'make', 'sure', 'everybody', 'looking']"
1,"['declares', 'well', 'soon', 'within', 'door', 'well', 'brilliant', 'indeed', 'admirable', 'excellently', 'contrived', 'upon', 'word', 'nothing', 'wanting', 'could']"
0,"['confide', 'something', 'would', 'say', 'many', 'word', 'anarchist', 'coming', 'room']"
1,"['done', 'truly', 'important', 'feel', 'wretched', 'enough', 'rest', 'empty']"
1,"['temper', 'must', 'something', 'good', 'bad', 'heedlessness', 'pleasure', 'father', 'mrs.', 'weston', 'indifferent']"
1,"['equal', 'alliance', 'addressing', 'miss', 'smith', 'madam', 'visit', 'hartfield', 'encouragement']"
2,"['welcome', 'leave', 'bid', 'friend', 'countryman', 'sweet', 'portia', 'welcome', 'portia', 'lord', 'entirely', 'welcome', 'lorenzo']"
1,"['wish', 'eye', 'may', 'last', 'well', 'spoken', 'extremely', 'fast', 'obliged', 'miss', 'bates', 'stop', 'breath', 'emma', 'said', 'something']"
2,"['hath', 'endur', '’', 'long', 'usurp', '’', 'life', 'albany', 'bear', 'hence', 'present', 'business', 'general', 'woe', '_to', 'edgar', 'kent._']"
0,"['usher', 'dryly', 'handing', 'across', 'another', 'scrap', 'newspaper', 'well', 'interest', 'paragraph', 'headed', 'savage', 'murder', 'warder', 'convict', 'escape']"
2,"['casing', 'air', 'cabin', '’', 'cribb', '’', 'confin', '’', 'bound', 'saucy', 'doubt', 'fear', 'banquo', '’', 'safe', 'murderer', 'ay', 'good', 'lord']"
0,"['three', 'version', 'dubosc', 'hirsch', 'fancy', 'mine', 'either', 'note', 'written', 'french', 'officer', 'ruin', 'french', 'official']"
0,"['another', 'secretary', 'late', 'gogol', 'scrambled', 'third', 'time', 'pursue', 'flying', 'syme', 'pursuing']"
2,"['change', 'virtue', 'worthiness', 'cassius', 'worth', 'great', 'need', 'right', 'well', 'conceited', 'let', 'u']"
2,"['ditch-dog', 'drink', 'green', 'mantle', 'standing', 'pool', 'whipped', 'tithing', 'tithing', 'stocked', 'punished', 'imprisoned', 'hath']"
0,"['spoke', 'heard', 'one', 'dull', 'wooden', 'door', 'close', 'click', 'front', 'flambeau', 'strode', 'door', 'thus']"
0,"['like', 'restless', 'living', 'thing', 'red', 'face', 'white', 'moustache', 'colonel', 'ducroix', 'earnest', 'consultation', 'yes']"
1,"['passed', 'stopped', 'would', 'stop', 'word', 'vanity', 'think', 'would']"
0,"['light', 'appears', 'something', 'mysterious', 'new', 'scattered', 'tree', 'outlined', 'vapour', 'first', 'drawn']"
1,"['handsome', 'young', 'man', 'one', 'smiled', 'often', 'bowed', 'well', 'one', 'spirit', 'among', 'softened']"
1,"['flavour', 'price', 'strawberry', 'london', 'abundance', 'bristol', 'maple', 'grove', 'cultivation', 'bed', 'renewed', 'gardener', 'thinking', 'exactly', 'different', 'general', 'rule', 'gardener', 'never', 'put']"
1,"['truth', 'representation', 'denying', 'felt', 'heart', 'could', 'brutal', 'cruel', 'miss']"
2,"['edgar', 'pillicock', 'sat', 'pillicock', 'hill', 'alow', 'alow', 'loo', 'loo', 'fool', 'cold', 'night', 'turn', 'u', 'fool', 'madman', 'edgar', 'take', 'heed']"
1,"['imagine', 'dear', 'little', 'boy', 'must', 'say', 'aunt', 'emma', 'time', 'think']"
0,"['council', 'world', 'know', 'well', 'go', 'far', 'rend', 'veil']"
2,"['hungry', 'look', 'think', 'much', 'men', 'dangerous', 'antony', 'fear', 'caesar', '’', 'dangerous', 'noble', 'roman', 'well']"
2,"['bassanio', 'ship', 'solanio', 'never', 'heard', 'passion', 'confus', '’', 'strange', 'outrageous', 'variable', 'dog', 'jew']"
1,"['like', 'speak', 'place', 'paying', 'address', 'jane', 'used', 'often', 'walking']"
2,"['door._', 'come', 'gentle', 'provost', 'seldom', 'steeled', 'gaoler', 'friend', 'men', '_knocking', 'within_']"
1,"['laugh', 'relapse', 'resumed', 'serious', 'dispiriting', 'cogitation', 'upon', 'might', 'must']"
0,"['time', 'catch', 'go', 'motor-cab', 'nothing', 'could', 'got', 'cab', 'swept']"
2,"['hand', 'say', 'kent', 'word', 'effect', 'yet', 'found', 'king']"
0,"['five', 'day', 'marched', 'council', 'thin', 'red', 'hair', 'pale', 'face', 'first', 'sham', 'anarchist']"
1,"['maple', 'grove', 'staircase', 'know', 'came', 'observed', 'like', 'staircase', 'placed', 'exactly', 'part']"
2,"['every', 'man', 'man', 'throstle', 'sing', 'fall', 'straight', '’', 'ring', 'fence', 'shadow', 'marry']"
2,"['sweet', 'misprision', 'dumaine', '’', 'read', 'ode', 'writ', 'berowne', '’', 'mark', 'love', 'vary', 'wit', 'dumaine', '_dumaine']"
1,"['caught', 'cold', 'oh', 'tell', '_me_', 'really', 'sad', 'girl', 'know']"
0,"['dark', 'roaring', 'stream', 'humanity', 'tossing', 'arm', 'fiery', 'face', 'groping', 'glaring', 'towards', 'long', 'dark', 'line', 'dotted', 'torch']"
